id,status_group
19379.0,functional
5514.0,non functional
61654.0,functional
40482.0,non functional
43123.0,non functional
40492.0,functional
68733.0,functional
3952.0,non functional
70288.0,functional
30085.0,functional
65837.0,non functional
34752.0,functional
2465.0,non functional
11466.0,non functional
22313.0,functional
30179.0,functional
23505.0,functional
48424.0,functional
11150.0,functional
70368.0,non functional
26935.0,non functional
5919.0,functional
2134.0,functional
16652.0,non functional
59302.0,non functional
24210.0,functional
6211.0,non functional
19743.0,functional
10760.0,non functional
48104.0,non functional
50171.0,non functional
63137.0,functional
38301.0,functional
10948.0,non functional
33232.0,functional
61415.0,non functional
69131.0,non functional
73555.0,functional needs repair
46610.0,non functional
20922.0,functional
55743.0,non functional
19341.0,functional
9588.0,non functional
3293.0,functional needs repair
55490.0,non functional
67678.0,non functional
36119.0,functional
62775.0,non functional
68162.0,functional
66128.0,functional
12036.0,functional needs repair
15739.0,functional
57048.0,functional
15825.0,non functional
45590.0,non functional
18055.0,functional
34073.0,non functional
14860.0,functional
53713.0,functional
69327.0,functional
60169.0,functional
26798.0,functional
37122.0,functional
45156.0,functional
22874.0,non functional
58774.0,functional
40092.0,functional
17487.0,functional
35886.0,functional
49892.0,non functional
66338.0,functional
35481.0,functional
4135.0,non functional
54191.0,non functional
31349.0,functional
72271.0,non functional
48863.0,non functional
13758.0,functional
33443.0,functional
12003.0,functional
10845.0,functional
47.0,functional
70492.0,functional
11346.0,functional
20126.0,functional
51000.0,functional
64505.0,non functional
58329.0,functional
6311.0,functional
22286.0,non functional
35013.0,functional
6274.0,non functional
30904.0,non functional
46606.0,non functional
18461.0,non functional
15256.0,functional
625.0,functional
42122.0,functional
18277.0,non functional
68501.0,functional
8816.0,functional
62879.0,functional
18554.0,functional
27712.0,functional
46935.0,functional
57804.0,functional
57711.0,non functional
5516.0,non functional
8305.0,non functional
57410.0,functional
51412.0,functional
25863.0,functional
35994.0,non functional
55279.0,non functional
74102.0,non functional
38277.0,non functional
1998.0,functional
52056.0,non functional
63679.0,functional
71762.0,non functional
71432.0,functional
45592.0,functional
13663.0,functional
62227.0,functional
3730.0,functional
2451.0,non functional
46418.0,functional
45996.0,non functional
60911.0,non functional
46089.0,functional
65579.0,functional
40407.0,functional
66663.0,non functional
26597.0,functional
50540.0,functional
58133.0,functional
1493.0,functional
31503.0,functional
17910.0,functional
19466.0,functional
38120.0,functional
66553.0,non functional
31696.0,non functional
51318.0,functional
33584.0,functional
48678.0,functional
36112.0,functional
6294.0,functional
40612.0,functional
62793.0,functional
58090.0,non functional
2532.0,non functional
38865.0,functional
35462.0,functional
51709.0,non functional
40624.0,non functional
41745.0,functional needs repair
42315.0,non functional
38952.0,functional needs repair
45540.0,functional
73833.0,functional
27771.0,non functional
9336.0,functional
12545.0,functional
54811.0,non functional
48326.0,non functional
31787.0,functional
61745.0,functional
42091.0,non functional
43727.0,non functional
46917.0,functional
26718.0,non functional
3138.0,functional
72932.0,non functional
25707.0,functional
68580.0,functional
25064.0,functional
7624.0,functional
3830.0,non functional
13458.0,functional
57377.0,non functional
37294.0,functional
39561.0,functional
23237.0,non functional
72484.0,functional
56490.0,functional
13706.0,non functional
43035.0,non functional
14084.0,functional
55875.0,non functional
17299.0,non functional
1793.0,functional needs repair
70943.0,functional needs repair
65720.0,non functional
49165.0,functional
18879.0,functional
3574.0,non functional
56735.0,non functional
45481.0,functional
51772.0,functional
74095.0,functional
54000.0,functional
34834.0,functional
50175.0,functional
35733.0,functional
6808.0,functional
27311.0,functional
73303.0,functional
70335.0,functional
2691.0,functional
12582.0,functional
49536.0,non functional
23715.0,functional needs repair
45445.0,non functional
52609.0,non functional
35087.0,non functional
42767.0,non functional
24373.0,functional
32895.0,functional
9328.0,functional
23275.0,functional
20054.0,functional
8378.0,functional
47432.0,functional
49863.0,functional
57828.0,non functional
31169.0,functional
38382.0,functional
31205.0,functional
23528.0,functional
26507.0,functional
67091.0,non functional
47734.0,non functional
927.0,functional needs repair
48521.0,functional
16963.0,functional
48233.0,non functional
58989.0,non functional
2399.0,functional
23530.0,functional
46271.0,functional
71726.0,non functional
23526.0,functional
49861.0,functional
22619.0,non functional
41264.0,functional
20623.0,non functional
35694.0,functional
68210.0,non functional
13446.0,functional
11321.0,non functional
56312.0,functional
19533.0,functional
7275.0,non functional
48614.0,functional
65873.0,functional
9008.0,non functional
36817.0,non functional
25767.0,non functional
38460.0,non functional
16756.0,non functional
13310.0,non functional
36514.0,functional
57548.0,functional
2809.0,functional
70632.0,functional
17260.0,functional
27950.0,non functional
40629.0,non functional
64155.0,non functional
50640.0,non functional
67355.0,non functional
32132.0,functional
70868.0,functional
45823.0,functional
19985.0,functional
61834.0,functional
54171.0,functional
62763.0,non functional
42408.0,functional
13151.0,functional
28311.0,functional
57775.0,functional
37603.0,non functional
56357.0,functional
37845.0,functional needs repair
57177.0,non functional
12821.0,non functional
8193.0,functional
49031.0,non functional
14011.0,functional
33708.0,functional
68898.0,non functional
37198.0,functional
11151.0,functional
22264.0,functional
49694.0,non functional
47318.0,non functional
46108.0,functional
28297.0,functional
36340.0,functional needs repair
26987.0,non functional
5766.0,non functional
25979.0,non functional
73021.0,non functional
11908.0,functional
47496.0,functional
61777.0,functional
47591.0,functional
8968.0,functional
45656.0,functional
39630.0,functional
2786.0,functional
958.0,non functional
55843.0,functional
52074.0,non functional
23422.0,functional
55802.0,functional
61634.0,functional
1625.0,non functional
37398.0,functional
51011.0,functional
49595.0,non functional
22486.0,non functional
22916.0,functional
45204.0,functional
74223.0,non functional
35533.0,functional
30595.0,functional
47319.0,functional
32555.0,functional
9520.0,functional
53253.0,functional
36436.0,functional
15036.0,functional
23175.0,non functional
41998.0,non functional
19345.0,functional
1198.0,functional
39848.0,functional
39278.0,functional
39844.0,functional
17332.0,functional
51287.0,functional
49514.0,non functional
64288.0,non functional
41782.0,functional
54572.0,functional
68079.0,non functional
68017.0,non functional
66705.0,non functional
5274.0,functional
58230.0,functional
51010.0,functional needs repair
46242.0,functional
1917.0,functional
9361.0,functional needs repair
33043.0,functional
56633.0,functional
57518.0,functional needs repair
51128.0,non functional
4388.0,functional
62267.0,non functional
72473.0,non functional
70957.0,non functional
35399.0,functional
33236.0,functional
73183.0,non functional
52939.0,functional
66929.0,functional
54326.0,functional
16343.0,non functional
33013.0,functional
60384.0,non functional
41074.0,functional
71997.0,functional
35190.0,functional
3425.0,non functional
4335.0,functional needs repair
7399.0,functional
46431.0,functional
40845.0,functional
27347.0,non functional
10981.0,functional
36447.0,non functional
67485.0,functional
11220.0,functional
45857.0,non functional
21806.0,functional
8771.0,functional
45535.0,functional
8671.0,functional
2252.0,non functional
58078.0,non functional
61068.0,non functional
69204.0,non functional
28326.0,functional
46930.0,functional
52104.0,functional
31732.0,non functional
21584.0,non functional
17045.0,functional
14404.0,functional
34699.0,functional
39930.0,functional
38744.0,functional
4339.0,functional
54735.0,functional
51916.0,functional
58114.0,functional needs repair
28339.0,functional
52048.0,functional
66497.0,functional
18353.0,non functional
16701.0,functional
59499.0,non functional
66042.0,functional
43965.0,non functional
48361.0,non functional
70766.0,functional
9510.0,functional
28586.0,functional
28521.0,functional
18050.0,non functional
73151.0,functional
45011.0,functional
64380.0,functional
66896.0,functional
40184.0,non functional
67207.0,functional
70178.0,non functional
54063.0,functional
39252.0,functional
53773.0,non functional
47931.0,functional
44168.0,non functional
66540.0,functional
54089.0,functional
29244.0,non functional
27525.0,functional
58991.0,functional
18087.0,functional
67803.0,non functional
48006.0,functional
11788.0,non functional
16100.0,functional
16382.0,functional
21208.0,non functional
8637.0,non functional
67008.0,functional
67914.0,functional
7041.0,functional
43181.0,non functional
26191.0,functional
14766.0,functional
49812.0,functional
12705.0,functional
25422.0,functional
9399.0,functional
4239.0,functional
49442.0,non functional
32.0,non functional
11443.0,non functional
15492.0,functional
63498.0,non functional
12708.0,non functional
19483.0,functional
31204.0,functional
33445.0,functional
40820.0,non functional
10279.0,functional
46718.0,non functional
39000.0,functional
45897.0,functional
62154.0,functional
50034.0,non functional
11853.0,functional
40426.0,functional
41168.0,non functional
58978.0,functional
31363.0,functional
32736.0,functional
29058.0,functional
23824.0,functional
61885.0,functional
59187.0,non functional
73243.0,functional
62915.0,functional
1784.0,non functional
65951.0,functional
20661.0,non functional
55504.0,non functional
66975.0,functional
72057.0,functional
49331.0,non functional
52682.0,functional
37859.0,functional
10460.0,non functional
12407.0,functional
69993.0,non functional
13012.0,functional
70896.0,non functional
13264.0,non functional
51824.0,functional
60216.0,non functional
57481.0,non functional
3996.0,functional
24854.0,functional
43420.0,non functional
70468.0,functional
38305.0,functional
57179.0,functional
70388.0,functional
67589.0,functional
69974.0,functional
8854.0,functional
71663.0,non functional
69272.0,non functional
49119.0,functional
15638.0,non functional
9086.0,functional
56422.0,functional
39106.0,non functional
4515.0,functional
48594.0,non functional
63779.0,non functional
60740.0,non functional
61242.0,functional
65001.0,non functional
2601.0,non functional
52456.0,functional
21873.0,functional
25505.0,non functional
21890.0,functional needs repair
52336.0,functional
57756.0,functional
45465.0,non functional
4989.0,non functional
51585.0,functional
50533.0,functional
54866.0,functional
23793.0,functional
50135.0,non functional
26549.0,functional
66920.0,functional
35517.0,functional
390.0,non functional
13645.0,functional
39327.0,functional
58900.0,functional
2100.0,functional
31521.0,non functional
277.0,functional
33937.0,non functional
42545.0,functional
7614.0,functional
46861.0,functional
35278.0,functional
71773.0,functional
52392.0,functional
47229.0,functional
10716.0,non functional
13923.0,functional
42206.0,functional
965.0,functional
66646.0,non functional
17301.0,non functional
21533.0,non functional
37797.0,functional needs repair
19241.0,functional
15296.0,non functional
41472.0,non functional
73859.0,functional
20153.0,functional needs repair
71684.0,functional
8321.0,functional
68979.0,functional
48850.0,non functional
64251.0,functional
3583.0,functional
33326.0,non functional
8500.0,functional
67047.0,non functional
24896.0,non functional
39527.0,non functional
3089.0,non functional
66477.0,functional
24107.0,functional
7823.0,functional
32016.0,functional
35048.0,functional
70580.0,non functional
47503.0,functional
37357.0,functional
1195.0,functional
52309.0,non functional
19655.0,non functional
39455.0,non functional
52757.0,non functional
62729.0,non functional
24324.0,non functional
51298.0,functional
17127.0,non functional
28152.0,functional
14259.0,non functional
47461.0,functional
65878.0,functional
58913.0,functional
70035.0,functional
37446.0,functional
30337.0,functional
57584.0,functional
67193.0,functional
62103.0,functional
22896.0,functional
5934.0,non functional
61722.0,functional
9299.0,non functional
68558.0,non functional
51165.0,non functional
8657.0,non functional
54952.0,functional
53160.0,non functional
17393.0,non functional
33016.0,functional
25929.0,non functional
41102.0,functional
11093.0,functional
52744.0,functional
23484.0,functional
13139.0,non functional
55439.0,functional
41539.0,non functional
47692.0,functional
60165.0,non functional
64683.0,non functional
7089.0,functional
13516.0,functional
47720.0,non functional
22588.0,functional
28580.0,functional
9075.0,non functional
25066.0,non functional
28284.0,functional
67568.0,functional
64823.0,functional
8243.0,non functional
2556.0,functional
58746.0,functional
18288.0,functional
72822.0,non functional
5178.0,functional
66294.0,non functional
14451.0,non functional
48600.0,functional
27513.0,non functional
36889.0,non functional
663.0,functional needs repair
10646.0,functional
35103.0,functional
50804.0,functional
29635.0,functional
47604.0,functional
49844.0,non functional
69068.0,functional
43074.0,functional
71088.0,non functional
40470.0,non functional
21920.0,functional
51415.0,non functional
15480.0,functional
21881.0,functional
7780.0,functional needs repair
24908.0,functional
53915.0,functional
54560.0,functional
15498.0,non functional
20446.0,functional
5886.0,non functional
52883.0,functional needs repair
30892.0,functional needs repair
37432.0,non functional
42574.0,non functional
61505.0,functional
44827.0,functional
5951.0,non functional
48991.0,non functional
22821.0,functional
46478.0,functional
19831.0,functional
49317.0,non functional
18472.0,non functional
58686.0,functional
47419.0,functional
44921.0,non functional
55024.0,non functional
28971.0,functional
8108.0,non functional
32182.0,functional
40513.0,functional
372.0,functional
49297.0,functional
24407.0,functional
44874.0,functional
25119.0,functional
3882.0,functional needs repair
73443.0,functional needs repair
56056.0,functional
22035.0,non functional
46318.0,functional
20802.0,functional
41941.0,functional
12044.0,non functional
47262.0,functional
19337.0,functional
38688.0,functional
45341.0,functional
55661.0,non functional
32322.0,non functional
41912.0,non functional
26136.0,non functional
13480.0,functional
62035.0,functional
50343.0,functional needs repair
68537.0,functional
52293.0,non functional
17764.0,functional
67862.0,functional
38933.0,functional
68514.0,functional
65335.0,functional
27469.0,functional
31290.0,functional
72594.0,functional
2854.0,functional
19679.0,non functional
46470.0,functional
9931.0,functional needs repair
39214.0,functional
3982.0,functional
29633.0,functional
50872.0,functional
31969.0,non functional
51280.0,functional
63438.0,functional
52302.0,functional
44486.0,non functional
4641.0,non functional
47724.0,functional
4393.0,functional
54938.0,non functional
66983.0,non functional
55870.0,functional
62561.0,functional
7975.0,functional
9418.0,functional
4929.0,functional
68311.0,functional
15225.0,functional
51854.0,functional
40247.0,functional
37958.0,non functional
19319.0,functional
27495.0,functional
20111.0,functional
33231.0,functional
44772.0,functional
53237.0,non functional
23279.0,functional
66738.0,functional
73053.0,non functional
31190.0,functional
54820.0,functional
54173.0,functional
40904.0,non functional
43729.0,non functional
63132.0,non functional
65274.0,functional
2012.0,functional
70647.0,functional
6067.0,functional
47835.0,functional
14510.0,functional
34536.0,functional
50168.0,non functional
65018.0,functional
4960.0,non functional
19291.0,functional
11480.0,functional
74179.0,non functional
46276.0,functional
69469.0,non functional
51844.0,functional
13340.0,functional
34046.0,non functional
72429.0,functional
60034.0,functional
36173.0,non functional
66575.0,non functional
33778.0,functional
52807.0,functional
37283.0,functional
53688.0,non functional
54777.0,functional
10363.0,non functional
42685.0,functional
29334.0,functional
17320.0,non functional
7060.0,functional
3905.0,non functional
14607.0,functional
59091.0,functional
44927.0,functional
59415.0,functional
59722.0,functional
49411.0,functional
40903.0,functional
64786.0,non functional
36207.0,non functional
61178.0,functional
55377.0,functional
34300.0,non functional
29483.0,non functional
58576.0,functional
37659.0,functional
63873.0,functional
55723.0,non functional
9950.0,functional needs repair
49680.0,non functional
30329.0,functional
64912.0,non functional
21165.0,non functional
42112.0,functional
25108.0,functional
55021.0,functional
14319.0,non functional
23587.0,functional
27217.0,functional
62333.0,non functional
3284.0,functional
38299.0,functional
35668.0,non functional
10228.0,functional
67801.0,non functional
63324.0,functional
33451.0,functional
46306.0,functional
37149.0,non functional
29770.0,functional
14731.0,functional
7963.0,non functional
55945.0,non functional
7645.0,functional
7244.0,non functional
40114.0,functional
37615.0,functional
54151.0,functional
64712.0,functional
40499.0,non functional
71171.0,functional
20712.0,non functional
20187.0,non functional
12383.0,functional
33364.0,functional
9646.0,non functional
12201.0,functional
1782.0,functional
42747.0,functional
12125.0,functional
53260.0,non functional
55023.0,functional
7865.0,functional
66269.0,non functional
45049.0,functional
4988.0,non functional
17387.0,non functional
41771.0,non functional
44806.0,functional
9157.0,functional
70881.0,non functional
59951.0,functional
47581.0,non functional
14986.0,non functional
71499.0,functional
32928.0,functional
11934.0,functional
54065.0,functional
25479.0,non functional
38302.0,functional
32973.0,functional
52140.0,functional
51060.0,functional
33106.0,functional
55127.0,non functional
8640.0,non functional
43117.0,functional
9966.0,functional needs repair
11183.0,functional
72250.0,functional
50586.0,functional
48093.0,functional
37435.0,functional
9379.0,functional
65657.0,functional
34535.0,non functional
26262.0,functional needs repair
14458.0,functional
33972.0,functional
40238.0,functional
70610.0,non functional
47960.0,non functional
71481.0,functional
10946.0,non functional
68239.0,functional
56314.0,functional
20772.0,non functional
41027.0,non functional
57639.0,functional
42841.0,functional needs repair
8016.0,non functional
38349.0,functional
68114.0,functional
53733.0,functional
53513.0,functional needs repair
50420.0,non functional
31043.0,non functional
11436.0,non functional
66544.0,functional
66297.0,non functional
9975.0,non functional
21663.0,functional
66747.0,functional
8343.0,functional
43675.0,functional
12325.0,functional
27609.0,functional
70092.0,functional
4092.0,functional
60469.0,non functional
15869.0,functional needs repair
31689.0,functional
40197.0,functional
35039.0,functional
19866.0,functional
65864.0,functional
54111.0,functional
65616.0,functional
24954.0,functional
55924.0,functional
48299.0,functional
51679.0,functional
7861.0,functional
74037.0,functional
2367.0,non functional
60329.0,non functional
16467.0,functional
36876.0,non functional
42906.0,functional
58855.0,non functional
48072.0,functional
34861.0,functional
38446.0,functional
25076.0,non functional
42010.0,functional
27880.0,functional
49961.0,non functional
32989.0,non functional
17483.0,functional
54815.0,functional
16359.0,non functional
54840.0,functional
6252.0,non functional
46589.0,functional
65044.0,functional
52749.0,functional
31792.0,non functional
72814.0,functional
19523.0,non functional
32936.0,functional
28011.0,functional
49940.0,non functional
21296.0,functional
57692.0,non functional
60900.0,functional
69726.0,non functional
4707.0,functional
5501.0,functional
37805.0,functional
20466.0,functional
915.0,functional
15844.0,non functional
60509.0,functional
22552.0,functional
47386.0,functional
8521.0,functional
54730.0,functional
58417.0,functional
11731.0,functional
40490.0,functional
17385.0,non functional
63184.0,non functional
45621.0,functional
42679.0,functional
64602.0,functional
33317.0,functional
38658.0,functional
64299.0,functional
36030.0,functional
18940.0,functional
45669.0,non functional
19668.0,functional
44209.0,non functional
73269.0,functional
72767.0,non functional
68471.0,non functional
907.0,non functional
57724.0,non functional
19492.0,functional needs repair
18247.0,non functional
61793.0,functional
68182.0,functional
69769.0,functional
1580.0,functional
9327.0,functional
18330.0,functional
9250.0,functional
29932.0,functional
22830.0,non functional
58200.0,non functional
30920.0,non functional
9138.0,non functional
50234.0,non functional
54691.0,functional
16393.0,functional
56549.0,non functional
9832.0,functional
31881.0,functional
12886.0,functional
58897.0,non functional
830.0,non functional
15950.0,functional
26265.0,non functional
46220.0,functional
22347.0,non functional
2860.0,non functional
19021.0,functional
3484.0,non functional
30298.0,non functional
39782.0,functional
74005.0,functional
5674.0,functional
9381.0,functional
3895.0,functional
1673.0,functional
29551.0,functional
41475.0,functional
67870.0,functional
2791.0,non functional
42255.0,non functional
67164.0,functional
12440.0,functional
13193.0,non functional
60880.0,functional
71008.0,functional
67514.0,functional
34910.0,non functional
383.0,non functional
23977.0,functional
70543.0,functional
2906.0,non functional
33810.0,non functional
10021.0,non functional
46730.0,functional
1663.0,functional
2408.0,functional
72505.0,functional
65019.0,functional
42313.0,non functional
340.0,functional
50285.0,functional
3409.0,non functional
26378.0,functional
47552.0,functional
32262.0,non functional
58637.0,functional
34827.0,functional
63294.0,functional
44867.0,non functional
26751.0,non functional
66574.0,functional
39354.0,functional
21479.0,non functional
57899.0,functional
60079.0,functional
62070.0,functional
20628.0,functional
11344.0,functional
62122.0,functional
51867.0,non functional
51667.0,functional
16857.0,functional
27022.0,functional
10438.0,functional
57755.0,functional
22384.0,functional
3380.0,functional
41843.0,functional
35208.0,functional
37152.0,functional
47925.0,functional
43946.0,functional
2932.0,non functional
11829.0,functional
59013.0,non functional
48338.0,functional
71276.0,functional
62998.0,functional
6708.0,functional
9969.0,non functional
5567.0,functional
61598.0,functional
20745.0,non functional
72485.0,functional
53890.0,functional
62984.0,functional
56024.0,functional
64958.0,functional
36386.0,functional
12970.0,non functional
63672.0,functional
1545.0,functional
68416.0,non functional
53929.0,functional
59291.0,non functional
20931.0,functional
18781.0,non functional
15430.0,functional
54042.0,functional
56896.0,functional
2579.0,non functional
65982.0,functional needs repair
8486.0,non functional
15871.0,functional
36433.0,non functional
65239.0,functional
42513.0,non functional
63248.0,functional
2959.0,functional
64833.0,functional
54346.0,functional
12284.0,functional
18056.0,non functional
9415.0,non functional
10574.0,non functional
67761.0,functional
2413.0,functional
60358.0,functional
72803.0,functional
71644.0,non functional
43929.0,functional
23370.0,non functional
38121.0,functional
71352.0,functional
26630.0,non functional
72503.0,functional
36667.0,functional
13838.0,functional
73762.0,functional
56917.0,functional
64901.0,functional
11878.0,functional needs repair
11761.0,functional
22410.0,non functional
29102.0,functional
36539.0,functional
9758.0,functional
28981.0,non functional
56273.0,functional
35854.0,functional
38840.0,functional
32235.0,functional needs repair
36097.0,functional
54661.0,functional
61700.0,non functional
71556.0,non functional
9296.0,functional
26823.0,functional
45401.0,functional
862.0,non functional
12857.0,non functional
60984.0,functional
68476.0,functional
18299.0,non functional
48846.0,functional
6446.0,functional
63522.0,functional
66298.0,non functional
39348.0,non functional
25325.0,functional
38166.0,functional
10753.0,functional
6496.0,functional
66416.0,non functional
47968.0,functional
30436.0,functional
53608.0,functional
66036.0,functional
46595.0,functional
18890.0,non functional
1978.0,non functional
10656.0,functional
69297.0,functional
43482.0,functional
43158.0,functional
18733.0,functional
27893.0,non functional
72342.0,non functional
37520.0,functional
11453.0,functional
39911.0,functional
51620.0,functional
18133.0,functional
4572.0,functional
55691.0,functional
42966.0,functional
66569.0,functional
7200.0,non functional
53136.0,functional
25723.0,non functional
66123.0,non functional
7672.0,functional
37943.0,functional
2142.0,functional
66405.0,non functional
13101.0,functional
73963.0,non functional
26444.0,non functional
19007.0,non functional
71761.0,functional
1467.0,functional
35518.0,non functional
32922.0,functional
43852.0,functional
29438.0,functional
56706.0,functional
39407.0,non functional
58835.0,functional
43397.0,non functional
9994.0,non functional
7622.0,functional
34194.0,non functional
13045.0,functional
32959.0,functional
50876.0,non functional
31094.0,functional
37473.0,non functional
61430.0,functional
47922.0,functional
52355.0,functional
65517.0,non functional
42861.0,non functional
59615.0,functional
28406.0,functional
3716.0,functional
219.0,functional
2079.0,non functional
3612.0,functional
50670.0,non functional
33118.0,non functional
25722.0,functional
56582.0,non functional
7760.0,non functional
39295.0,non functional
68787.0,functional
64264.0,functional
35160.0,non functional
49452.0,non functional
53668.0,non functional
67380.0,functional
45974.0,functional
11062.0,non functional
27946.0,functional
50414.0,functional
38773.0,non functional
39624.0,non functional
72477.0,functional
61146.0,functional
22496.0,functional
39554.0,functional
23463.0,non functional
26384.0,non functional
42071.0,functional
38972.0,functional
44617.0,functional
32282.0,functional
8586.0,functional
36903.0,non functional
55556.0,functional
21436.0,functional
17030.0,functional
51806.0,functional
44903.0,non functional
1957.0,non functional
20102.0,functional
39391.0,non functional
10871.0,functional
67815.0,non functional
19183.0,non functional
17711.0,functional
59743.0,functional
11844.0,functional
40062.0,functional
40682.0,non functional
71690.0,functional
22833.0,non functional
16908.0,functional
43496.0,non functional
62050.0,functional
65634.0,functional
6309.0,functional
38784.0,functional
38329.0,non functional
69029.0,functional
25515.0,functional
30870.0,non functional
34228.0,non functional
42698.0,non functional
31674.0,functional
2848.0,functional
52616.0,functional
28760.0,functional
1188.0,functional needs repair
